题目,A,B,C,D,正确答案,解析连接,图片名称,,,,,,,,,,,,
与氨碱法比较，下列关于联合制碱法优点的判断中不正确的是(　　),提高了原料的原子利用率,降低了生产成本,减少了环境污染,减轻了对设备的腐蚀,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/9cd93f7d1eb89d09c1584892c45b_1416625ex.png,9d09c1584892c45b_1416625ex.png,,,,,,,,,,,,
在科学史上每一次重大的发现都极大地推进了科学的发展。下列对化学史的描述正确的是（ ）,侯德榜制的碱是NaOH,卢瑟福提出原子有核模型,道尔顿发现电子,凯库勒的贡献在于确定了苯的分子式,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/569dd9681aeefdca30e8bfb2b051_7127987ex.png,fdca30e8bfb2b051_7127987ex.png,,,,,,,,,,,,
纯碱是一种重要的化工原料。目前制碱工业主要有“氨碱法”和“联合制碱法”两种工艺。下列说法不正确的是 (　　),“联合制碱法”和“氨碱法”的化学反应原理中都有下列化学反应NH<sub>3</sub>＋CO<sub>2</sub>＋NaCl＋H<sub>2</sub>O=NaHCO<sub>3</sub>↓＋NH<sub>4</sub>Cl，2NaHCO<sub>3</sub> <img src="/files/attach/files/content/2020/0325/89db8d0af4d0eea9e07b07bd7d1e4e52.png"/> Na<sub>2</sub>CO<sub>3</sub>＋H<sub>2</sub>O↑＋CO<sub>2</sub>↑,“联合制碱法”生产中有氨的循环利用工艺,“氨碱法”生产中有氨的循环利用工艺,“联合制碱法”和“氨碱法”都有一定的局限性,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/cf77ba4d82c08e3e8d6977f50c98_1416612ex.png,8e3e8d6977f50c98_1416612ex.png,,,,,,,,,,,,
工业上用粗盐（含Ca2+、Mg2+、SO42﹣等杂质）为主要原料采用“侯氏制碱法”生产纯碱和化肥NH4Cl，工艺流程如下图所示．下列有关说法正确的是 （ ）,对粗盐溶液除杂可依次加入NaOH，Na<sub>2</sub>CO<sub>3</sub>、BaCl<sub>2</sub>  ， 再加入盐酸调节溶液pH,饱和食盐水中先通入的气体为CO<sub>2</sub,流程图中的系列操作中一定需要玻璃棒,img alt="" height="84" src="/files/attach/files/content/2020/0325/ead44623bc9ea2aa7d8a9504468b8e40.png" v:shapes="_x0000_i1038" width="106"/>如图所示装置可以比较Na<sub>2</sub>CO<sub>3</sub>和NaHCO<sub>3</sub>晶体的热稳定性,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/ac8996af1b4dc9e7042b38c21f43_3233545ex.png,c9e7042b38c21f43_3233545ex.png,,,,,,,,,,,,
侯氏制碱法制备碳酸氢钠的原理为NH3+H2O+CO2 +NaCl=NH4Cl+NaHCO3↓，某化学小组用如图装置在实验室中模拟该制备过程，下列说法错误的是（ ）,装置A中仪器X的名称为蒸馏烧瓶,装置B中球形干燥管的作用是防止倒吸,装置C中橡胶管的作用是平衡压强，使溶液顺利滴下,实验开始后，应先打开K<sub>1</sub>一段时间，然后再打开K<sub>2</sub,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/4fecef94f554485930738545ad2a_13573644ex.png,85930738545ad2a_13573644ex.png,,,,,,,,,,,,
以下关于氨碱法与联合制碱法的认识，不正确的是（ ）,氨碱法生产纯碱的原料便宜易得，步骤简单，是最早的制碱工艺,联合制碱法又称侯氏制碱法，是侯德榜在氨碱法的基础上改造形成的,在联合制碱法中，氯化钠的利用率比氨碱法中的高,联合制碱法避免了氨碱法中对氯化钙的处理,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/70da26a29defc14ed952cbaca31b_4412492ex.png,c14ed952cbaca31b_4412492ex.png,,,,,,,,,,,,
下列关于工业生产说法错误的是(　　),在侯氏制碱工业中，向饱和氯化钠溶液中先通氨气，后通二氧化碳,在硫酸工业、合成氨工业中，皆采用循环操作提高原料利用率,在侯氏制碱工业中，二氧化碳可以循环利用,硫酸工业中，用水来吸收三氧化硫,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/341cfd35278821a1a4da58e22a9f_1416617ex.png,21a1a4da58e22a9f_1416617ex.png,,,,,,,,,,,,
侯氏制碱法制造纯碱同时副产氯化铵。在母液处理上，有关说法错误的是（ ）,水浴加热，有利于NH<sub>4</sub>Cl更多地析出,加入食盐，增大Cl<sup>-</sup>的浓度，使NH<sub>4</sub>Cl更多地析出,通入氨气，增大NH<sub>4</sub><sup>+</sup>的浓度，使NH<sub>4</sub>Cl更多地析出,通入氨气，使NaHCO<sub>3</sub>转化为Na<sub>2</sub>CO<sub>3</sub>  ， 提高析出的NH<sub>4</sub>Cl纯度,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/8e01d044e7cec62a935dddc25840_7641087ex.png,c62a935dddc25840_7641087ex.png,,,,,,,,,,,,
如图是侯氏制碱法在实验室进行模拟实验的生产流程示意图：  饱和食盐水  A和食盐饱和溶液  悬浊液  晶体  纯碱则下列叙述错误的是（ ）,A气体是NH<sub>3</sub>  ， B气体是CO<sub>2</sub,侯氏制碱法的工艺过程应用了物质溶解度的差异,第Ⅲ步操作用到的主要玻璃仪器是烧杯、漏斗、玻璃棒,第Ⅳ步操作是将晶体溶于水后加热、蒸发、结晶,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/5b959ecc665da5f7448f10de3f5c_4296336ex.png,a5f7448f10de3f5c_4296336ex.png,,,,,,,,,,,,
某元素的原子最外层只有一个电子，它跟卤素原子结合时（ ）,一定形成共价键,可能是共价键，也可能是离子键,一定是离子键,以上说法都不对,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/f6f0d1cb938f514667e94af8a28f_4295550ex.png,514667e94af8a28f_4295550ex.png,,,,,,,,,,,,
根据某元素的核电荷数，推断不出原子的（ ）,原子序数,核外电子数,原子结构示意图,质量数,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/0eea645e827fa02b870413f61bbd_4295864ex.png,a02b870413f61bbd_4295864ex.png,,,,,,,,,,,,
Y元素最高正价与负价的绝对值之差为4，Y元素与M元素可形成离子化合物，该物质能溶于水并在水中电离出电子层结构相同的离子，该化合物是（ ）,硫化钾,硫化钠,氯化钠,氧化铝,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3b6a0093787c4090b5713b1951d4_3233192ex.png,4090b5713b1951d4_3233192ex.png,,,,,,,,,,,,
某元素的原子结构示意图为  ，有关该元素的说法中，错误的是（ ）,原子的核内质子数为17,原子的核外有3个电子层,原子的最外层电子数为7,属于金属元素,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/05ca4e626dc4f0e286d3b490c382_4295860ex.png,f0e286d3b490c382_4295860ex.png,,,,,,,,,,,,
原子通过得电子或失电子形成与Ar原子相同电子层结构的是（　　）,Li,Na,O,Cl,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/c87f552b45d9fd33e7dadae3cd7a_5167021ex.png,fd33e7dadae3cd7a_5167021ex.png,,,,,,,,,,,,
下列说法中正确的是（ ）,非金属元素呈现的最高正化合价数值上等于该元素原子的最外层电子数,非金属元素呈现的最低负化合价，其绝对值等于该元素原子的最外层电子数,最外层有2个电子的原子都是金属原子,最外层有5个电子的原子都是非金属原子,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/37501136a1c456366814a6029c6d_4295838ex.png,56366814a6029c6d_4295838ex.png,,,,,,,,,,,,
A、B为两短周期元素，A元素原子的L层比B元素原子的L层少3个电子，B原子核外电子总数比A原子核外电子总数多5，则A和B形成的化合物的化学式为（ ）,A<sub>2</sub>B<sub>3</sub,BA<sub>2</sub,AB<sub>4</sub,B<sub>3</sub>A<sub>2</sub,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/4ea3161f4b2291d3481a4838818f_4295530ex.png,91d3481a4838818f_4295530ex.png,,,,,,,,,,,,
下列各组原子中,彼此化学性质一定相似的是（ ）,原子核外电子排布式为1s<sup>2</sup>的X原子与原子核外电子排布式为1s<sup>2</sup>2s<sup>2</sup>的Y原子,原子核外M层上仅有两个电子的X原子与原子核外N层上仅有两个电子的Y原子,2p轨道上有三个未成对的电子的X原子与3p轨道上有三个未成对的电子的Y原子,最外层都只有一个电子的X、Y原子,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/395f497026dfba8b1e2fb69f81b2_10657582ex.png,a8b1e2fb69f81b2_10657582ex.png,,,,,,,,,,,
下列各组原子中，彼此化学性质一定相似的是( ),原子核外电子排布式为1s<sup>2</sup>的X原子与原子核外电子排布式为1s<sup>2</sup>2s<sup>2</sup>的Y原子,2p轨道上只有2个电子的X原子与3p轨道上只有2个电子的Y原子,原子核外M层上仅有两个电子的X原子与原子核外N层上仅有两个电子的Y原子,最外层都只有一个电子的X、Y原子,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3e96c2a81bfc6c5f2fb10d063068_10576420ex.png,c5f2fb10d063068_10576420ex.png,,,,,,,,,,,,
根据表中信息，下列叙述正确的是(　　)短周期元素代号LMQRT原子半径/nm0.1600.1430.0890.1040.066主要化合价＋2＋3＋2＋6，－2－2,氢化物的热稳定性：H<sub>2</sub>T<h<sub>2R</h<sub,单质与稀盐酸反应的速率：L<q< p=""> </q,离子半径：R<sup>2</sup><sup>－</sup><l<sup>2<sup>＋</sup></l<su,M与T形成的化合物既能与强酸反应，又能与强碱反应,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/b97674416522663b14fa3df0655d_1477547ex.png,663b14fa3df0655d_1477547ex.png,,,,,,,,,,,,
北京大学和中国科学院的化学工作者合作，已成功研制出碱金属与C60的形成的球碳盐K3C60 ． 实验测知该物质属于离子晶体，具有良好的超导性．下列关于K3C60的组成和结构的分析中正确的是（ ）,K<sub>3</sub>C<sub>60</sub>的摩尔质量是837,1 mol K<sub>3</sub>C<sub>60</sub>中含有的离子数目为63×6.02×10<sup>23</su,该晶体在熔融状态下能导电,该物质的化学式可写为KC<sub>20</sub,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/434ca5eff0fba75206fff36dde41_3639188ex.png,a75206fff36dde41_3639188ex.png,,,,,,,,,,,,
几种单核微粒具有相同的核电荷数，则这几种微粒（ ）,一定互为同位素,一定是同种原子,一定属于同种元素,质量数一定相等,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3ba5058a3c84e2033d66d2f52992_3504929ex.png,e2033d66d2f52992_3504929ex.png,,,,,,,,,,,,
X、Y、Z、W、R属于短周期主族元素．X的原子半径是短周期主族元素中最大的，Y元素的单质常通过分离液态空气得到，Z元素的单质是常见的半导体材料，W与Z同族，R与Y同族，其单质有杀菌作用． 下列叙述不正确的是（ ）,X与Y形成的两种化合物中阴、阳离子的个数比均为1：2，且均能与水反应,根据非金属性强弱，不可能由Z的最高价氧化物制出W的最高价氧化物,Y的简单氢化物的沸点和热稳定性均大于R的简单氢化物,向两份BaCl<sub>2</sub>溶液中分别通入RY<sub>2</sub>、WY<sub>2</sub>  ， 均无白色沉淀生成，但一段时间后，通入RY<sub>2</sub>的一份中可能产生沉淀,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/f49df0e4310276a41fdab5d481fe_3700410ex.png,76a41fdab5d481fe_3700410ex.png,,,,,,,,,,,,
下表是部分短周期元素的原子半径及主要化合价，根据表中信息，判断以下叙述正确的是（ ）  元素代号LMQRT原子半径/nm0.1600.1430.0890.1020.074主要化合价+2+3+2+6、﹣2﹣2,L<sup>2+</sup>与R<sup>2</sup><sup>﹣</sup>的核外电子数相等,M与T形成的化合物既能与强酸反应又能与强碱反应,氢化物的稳定性为H<sub>2</sub>T＜H<sub>2</sub>R,单质与浓度相等的稀盐酸反应的速率为Q＞L,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/8fdd26eddb98e6e585e259671341_3124724ex.png,e6e585e259671341_3124724ex.png,,,,,,,,,,,,
R+的结构示意图为  ，则R元素在元素周期表中位于（ ）,第三周期0族,第四周期IA族,第三周期IA族,第三周期VIIA族,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/24cd4a016d5fdaa5cde3e6b46729_3404784ex.png,daa5cde3e6b46729_3404784ex.png,,,,,,,,,,,,
下列氯元素含氧酸酸性最弱的是（ ）,HClO<sub>4</sub,HClO<sub>3</sub,HClO<sub>2</sub,HClO,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/9c11016b968d9737f96190dee82e_7129659ex.png,9737f96190dee82e_7129659ex.png,,,,,,,,,,,,
元素A原子的L电子层比元素B原子的L电子层少3个电子，B元素原子核外电子总数比A元素原子核外电子总数多5个，则A、B形成的化合物的化学式可能为（ ）,B<sub>2</sub>A<sub>3</sub,B<sub>3</sub>A<sub>2</sub,A<sub>2</sub>B<sub>3</sub,BA<sub>2</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/d776f6facea0654d668455edf282_4296068ex.png,654d668455edf282_4296068ex.png,,,,,,,,,,,,
原子序数依次增大的4种元素a、b、c、d，它们的原子核外L层电子数分别为5、6、8、8．c+的电子层结构与Ne的电子层结构相同，d﹣比c+多一个电子层．下列叙述正确的是（ ）,元素的非金属性：c＞b,a与b只能形成化合物ab和ab<sub>2</sub,c和其他3种元素均能形成离子化合物,c与d形成的化合物能促进水的电离,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/cc4f3214a16cf8035f9efde08ba7_4295906ex.png,f8035f9efde08ba7_4295906ex.png,,,,,,,,,,,,
某元素最高价氧化物对应水化物的分子式是H2RO4  ， 则其氢化物的分子式是（ ）,RH<sub>4</sub,RH<sub>3</sub,H<sub>2</sub>R,HR,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/68ad958b083543aad2c79f4b8ea5_4295902ex.png,43aad2c79f4b8ea5_4295902ex.png,,,,,,,,,,,,
短周期原子序数依次增大的主族元素R、T、Q、W、Y具有如下信息：下列说法正确的是（ ）  ①R、Y原子的最外层电子数与电子层数相同；②Q是地壳中含量最高的元素，R与T的核电荷数之和等于Q的核电荷数；③W与R同主族．,T、Q、W、Y的原子半径大小为：T＜Q＜Y＜W,Q与W形成的两种常见化合物中含有相同比例的阴、阳离子，属于同种晶体类型,Q与Y组成的常见物质是一种碱性氧化物,由Y和T组成的物质YT是原子晶体，在电子和陶瓷工业上有广泛应用，可以直接由单质Y和T在低温下合成,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/0074ce3e5fa5d7c1695feae9ad6a_4295512ex.png,d7c1695feae9ad6a_4295512ex.png,,,,,,,,,,,,
已知短周期元素的离子aA2+、bB+、cC3﹣都具有相同的电子层结构，下列叙述正确的是（ ）,原子半径A＞B＞C,原子序数C＞B＞A,单质的还原性A＞B＞C,离子半径C＞B＞A,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/53e13e08d1aa6f9c8b588756e0ff_2737880ex.png,6f9c8b588756e0ff_2737880ex.png,,,,,,,,,,,,
某元素原子的核电荷数是电子层数的5倍，其质子数是最外层电子数的3倍，该元素的核电荷数为（ ）,11,15,17,34,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/8f3b199b3afad42326d5bb0417e3_4296074ex.png,d42326d5bb0417e3_4296074ex.png,,,,,,,,,,,,
A、B为短周期元素，二者可以组合成多种中学生所熟知的化合物．在这些化合物中，A与B的原子个数比为A：B=1：2．已知A的原子序数为n，B的原子序数是①n+2　②n+3　③n+4　④n+5　⑤n+8 ⑥n﹣5　⑦n﹣7　⑧n﹣8中的几种，其中不符合题目要求的是（ ）,①④,②⑧,③⑤,⑥⑦,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/e13dd423f3bf44e129ce31f3ccfb_4295892ex.png,44e129ce31f3ccfb_4295892ex.png,,,,,,,,,,,,
下列各组指定的元素，不能形成AB2型化合物的是（ ）,3s<sup>1</sup>和3s<sup>2</sup>3p<sup>4</su,3s<sup>2</sup>3p<sup>4</sup> 和2s<sup>2</sup>2p<sup>4</su,3s<sup>2</sup>和2s<sup>2</sup>2p<sup>5</su,2s<sup>2</sup>2p<sup>2</sup> 和2s<sup>2</sup>2p<sup>4</su,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/ba01dfd3c7277372774c8b7e5732_4295536ex.png,7372774c8b7e5732_4295536ex.png,,,,,,,,,,,,
下列表示物质结构的化学用语或说法中，正确的是（ ）,中子数为8的氮原子： <img src="/files/attach/files/content/2020/0325/1585132442.789.png"> N</img,次氯酸的电子式： <img alt="" height="39" src="/files/attach/files/content/2020/0325/9b0e0f3be1a52bddc49a4a2b10a1cc48.png" v:shapes="_x0000_i1093" width="82",PCl<sub>5</sub>分子的每个原子都满足8电子稳定结构,用电子式表示NaCl的形成过程： <img alt="" height="46" src="/files/attach/files/content/2020/0325/e0a1c525e1f328bba23bd106644e3bed.png" v:shapes="_x0000_i1092" width="203",D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/ea50f8efc3978a23f56add73da26_4292604ex.png,8a23f56add73da26_4292604ex.png,,,,,,,,,,,,
下列各组原子中，彼此化学性质一定相似的是（ ）,原子核外电子排布式为1s<sub>2</sub>的X原子与原子核外电子排布式为1s<sup>2</sup>2s<sub>2</sub>的Y原子,原子核外M层上仅有两个电子的X原子与原子核外N层上仅有两个电子的Y原子,最外层都只有一个电子的X、Y原子,2p轨道上有一个空轨道的X原子与3p轨道上有一个空轨道的Y原子,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/70e6875c0b93a5a2e82913335faa_7989539ex.png,a5a2e82913335faa_7989539ex.png,,,,,,,,,,,,
下列原子中第一电离能最大的是（ ）,Be,C,Al,Si,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3b9c626e7dc0a46b45bd3f692382_4046110ex.png,a46b45bd3f692382_4046110ex.png,,,,,,,,,,,,
已知含氧酸可用通式XOm（OH）n来表示，如X是S，则m=2，n=2，则这个式子就表示H2SO4 ． 一般而言，该式中m大的是强酸，m小的是弱酸．下列各含氧酸中酸性最强的是（　　）,H<sub>2</sub>SeO<sub>3</sub,HMnO<sub>4</sub,H<sub>3</sub>BO<sub>3</sub,H<sub>3</sub>PO<sub>4</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/487563b2a8b618cfa8e53a225b2f_2412931ex.png,18cfa8e53a225b2f_2412931ex.png,,,,,,,,,,,,
